Genome,SRA ID,PATRIC ID,Antibiotic,Actual MIC,Predicted MIC
KPN393,SRR5386219,573.14115,Piperacillin/Tazobactam,>64/4,128.0
KPN395,SRR5386217,573.14117,Cefoxitin,<=4,8.0
KPN395,SRR5386217,573.14117,Imipenem,<=1,1.0
KPN395,SRR5386217,573.14117,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN396,SRR5386216,573.14118,Ceftazidime,>16,32.0
KPN396,SRR5386216,573.14118,Imipenem,>8,8.0
KPN397,SRR5386215,573.14119,Amikacin,<=8,8.0
KPN397,SRR5386215,573.14119,Aztreonam,<=2,16.0
KPN399,SRR5386213,573.14120,Cefazolin,>16,32.0
KPN399,SRR5386213,573.14120,Gentamicin,4,8.0
KPN400,SRR5386212,573.14121,Ceftriaxone,>32,64.0
KPN400,SRR5386212,573.14121,Meropenem,<=1,1.0
KPN401,SRR5386211,573.14122,Ampicillin/Sulbactam,>16/8,32.0
KPN401,SRR5386211,573.14122,Cefepime,8,8.0
KPN401,SRR5386211,573.14122,Ciprofloxacin,>2,4.0
KPN402,SRR5386210,573.14123,Ampicillin,>16,32.0
KPN402,SRR5386210,573.14123,Cefoxitin,>16,32.0
KPN402,SRR5386210,573.14123,Cefuroxime sodium,>16,32.0
KPN402,SRR5386210,573.14123,Levofloxacin,>4,8.0
KPN405,SRR5386207,573.14126,Aztreonam,>16,32.0
KPN407,SRR5386205,573.14128,Cefepime,16,16.0
KPN407,SRR5386205,573.14128,Ceftazidime,>16,32.0
KPN407,SRR5386205,573.14128,Imipenem,<=1,8.0
KPN407,SRR5386205,573.14128,Tetracycline,>8,16.0
KPN408,SRR5386204,573.14129,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN409,SRR5386203,573.14130,Cefazolin,>16,32.0
KPN409,SRR5386203,573.14130,Cefepime,>16,8.0
KPN409,SRR5386203,573.14130,Nitrofurantoin,>64,128.0
KPN409,SRR5386203,573.14130,Piperacillin/Tazobactam,>64/4,128.0
KPN409,SRR5386203,573.14130,Tobramycin,<=2,4.0
KPN411,SRR5386202,573.14131,Ceftriaxone,>32,64.0
KPN411,SRR5386202,573.14131,Gentamicin,<=2,2.0
KPN412,SRR5386201,573.14132,Amikacin,<=8,8.0
KPN412,SRR5386201,573.14132,Ampicillin/Sulbactam,>16/8,32.0
KPN412,SRR5386201,573.14132,Ciprofloxacin,>2,4.0
KPN412,SRR5386201,573.14132,Gentamicin,>8,16.0
KPN413,SRR5386200,573.14133,Ampicillin,>16,32.0
KPN413,SRR5386200,573.14133,Cefuroxime sodium,>16,32.0
KPN413,SRR5386200,573.14133,Levofloxacin,>4,8.0
KPN413,SRR5386200,573.14133,Tobramycin,8,8.0
KPN414,SRR5386199,573.14134,Meropenem,<=1,1.0
KPN415,SRR5386198,573.14135,Levofloxacin,<=1,4.0
KPN416,SRR5386197,573.14136,Amikacin,>32,32.0
KPN417,SRR5386196,573.14137,Tobramycin,>8,16.0
KPN418,SRR5386195,573.14138,Cefoxitin,>16,16.0
KPN418,SRR5386195,573.14138,Ceftazidime,>16,32.0
KPN419,SRR5386194,573.14139,Aztreonam,>16,32.0
KPN420,SRR5386193,573.14140,Cefazolin,>16,32.0
KPN421,SRR5386192,573.14141,Cefuroxime sodium,16,16.0
KPN421,SRR5386192,573.14141,Imipenem,4,1.0
KPN422,SRR5386191,573.14142,Ceftriaxone,>32,64.0
KPN422,SRR5386191,573.14142,Nitrofurantoin,>64,128.0
KPN422,SRR5386191,573.14142,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN423,SRR5386190,573.14143,Ampicillin/Sulbactam,>16/8,32.0
KPN423,SRR5386190,573.14143,Ampicillin,>16,32.0
KPN423,SRR5386190,573.14143,Ciprofloxacin,>2,4.0
KPN423,SRR5386190,573.14143,Imipenem,<=1,1.0
KPN424,SRR5386189,573.14144,Cefepime,<=1,8.0
KPN424,SRR5386189,573.14144,Cefuroxime sodium,>16,32.0
KPN424,SRR5386189,573.14144,Levofloxacin,>4,8.0
KPN424,SRR5386189,573.14144,Piperacillin/Tazobactam,>64/4,128.0
KPN428,SRR5386185,573.14148,Meropenem,>8,8.0
KPN428,SRR5386185,573.14148,Tetracycline,4,4.0
KPN430,SRR5386183,573.14149,Amikacin,<=8,8.0
KPN430,SRR5386183,573.14149,Ceftazidime,>16,32.0
KPN431,SRR5386182,573.14150,Ampicillin/Sulbactam,16/8,16.0
KPN431,SRR5386182,573.14150,Meropenem,<=1,1.0
KPN431,SRR5386182,573.14150,Tetracycline,>8,4.0
KPN431,SRR5386182,573.14150,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN434,SRR5386180,573.14152,Cefazolin,>16,32.0
KPN434,SRR5386180,573.14152,Tobramycin,<=2,4.0
KPN435,SRR5386179,573.14153,Cefoxitin,>16,32.0
KPN436,SRR5386178,573.14154,Ampicillin,>16,32.0
KPN436,SRR5386178,573.14154,Ceftriaxone,>32,64.0
KPN436,SRR5386178,573.14154,Gentamicin,>8,16.0
KPN437,SRR5386177,573.14155,Ampicillin/Sulbactam,>16/8,32.0
KPN437,SRR5386177,573.14155,Aztreonam,<=2,16.0
KPN437,SRR5386177,573.14155,Cefuroxime sodium,>16,32.0
KPN437,SRR5386177,573.14155,Ciprofloxacin,>2,4.0
KPN437,SRR5386177,573.14155,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN438,SRR5386176,573.14156,Levofloxacin,>4,8.0
KPN440,SRR5386174,573.14158,Amikacin,32,32.0
KPN440,SRR5386174,573.14158,Cefepime,>16,32.0
KPN442,SRR5386172,573.14159,Gentamicin,8,16.0
KPN442,SRR5386172,573.14159,Imipenem,<=1,1.0
KPN442,SRR5386172,573.14159,Piperacillin/Tazobactam,>64/4,128.0
KPN444,SRR5386170,573.14161,Ceftazidime,>16,32.0
KPN446,SRR5386168,573.14162,Amikacin,<=8,8.0
KPN447,SRR5386167,573.14163,Cefazolin,>16,32.0
KPN447,SRR5386167,573.14163,Nitrofurantoin,>64,128.0
KPN449,SRR5386165,573.14165,Ampicillin,>16,32.0
KPN449,SRR5386165,573.14165,Aztreonam,>16,32.0
KPN449,SRR5386165,573.14165,Ceftriaxone,>32,64.0
KPN449,SRR5386165,573.14165,Meropenem,2,2.0
KPN450,SRR5386164,573.14166,Ampicillin/Sulbactam,>16/8,32.0
KPN450,SRR5386164,573.14166,Cefuroxime sodium,>16,32.0
KPN450,SRR5386164,573.14166,Ciprofloxacin,>2,4.0
KPN450,SRR5386164,573.14166,Meropenem,<=1,1.0
KPN450,SRR5386164,573.14166,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN451,SRR5386163,573.14167,Levofloxacin,>4,8.0
KPN455,SRR5386161,573.14168,Cefoxitin,>16,16.0
KPN455,SRR5386161,573.14168,Gentamicin,<=2,2.0
KPN455,SRR5386161,573.14168,Tetracycline,8,8.0
KPN457,SRR5386160,573.14169,Ceftazidime,16,32.0
KPN457,SRR5386160,573.14169,Tetracycline,>8,16.0
KPN460,SRR5385537,573.14171,Cefepime,<=1,2.0
KPN460,SRR5385537,573.14171,Ceftazidime,8,4.0
KPN461,SRR5385536,573.14172,Imipenem,<=1,1.0
KPN461,SRR5385536,573.14172,Piperacillin/Tazobactam,>64/4,128.0
KPN462,SRR5385535,573.14173,Cefazolin,>16,32.0
KPN462,SRR5385535,573.14173,Ceftazidime,>16,32.0
KPN462,SRR5385535,573.14173,Tobramycin,>8,16.0
KPN463,SRR5385534,573.14174,Amikacin,<=8,8.0
KPN463,SRR5385534,573.14174,Tobramycin,<=2,2.0
KPN464,SRR5385533,573.14175,Ampicillin,>16,32.0
KPN464,SRR5385533,573.14175,Imipenem,>8,8.0
KPN465,SRR5385532,573.14176,Ampicillin/Sulbactam,>16/8,32.0
KPN465,SRR5385532,573.14176,Ceftriaxone,>32,64.0
KPN467,SRR5385530,573.14177,Cefoxitin,16,16.0
KPN467,SRR5385530,573.14177,Cefuroxime sodium,>16,32.0
KPN467,SRR5385530,573.14177,Gentamicin,>8,8.0
KPN468,SRR5385529,573.14178,Ciprofloxacin,>2,4.0
KPN468,SRR5385529,573.14178,Meropenem,<=1,8.0
KPN468,SRR5385529,573.14178,Tetracycline,4,4.0
KPN468,SRR5385529,573.14178,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN469,SRR5385528,573.14179,Aztreonam,>16,32.0
KPN470,SRR5385527,573.14180,Levofloxacin,>4,4.0
KPN471,SRR5385526,573.14181,Gentamicin,4,4.0
KPN472,SRR5385525,573.14182,Piperacillin/Tazobactam,>64/4,128.0
KPN473,SRR5385524,573.14183,Cefazolin,>16,32.0
KPN473,SRR5385524,573.14183,Ceftazidime,>16,32.0
KPN473,SRR5385524,573.14183,Trimethoprim/Sulfamethoxazole,1/19,1.0
KPN477,SRR5385522,573.14185,Amikacin,>32,32.0
KPN477,SRR5385522,573.14185,Ampicillin,>16,32.0
KPN477,SRR5385522,573.14185,Cefoxitin,>16,32.0
KPN477,SRR5385522,573.14185,Imipenem,8,8.0
KPN479,SRR5385521,573.14186,Ampicillin/Sulbactam,>16/8,32.0
KPN479,SRR5385521,573.14186,Ceftriaxone,>32,64.0
KPN479,SRR5385521,573.14186,Tobramycin,>8,8.0
KPN480,SRR5385520,573.14187,Cefuroxime sodium,>16,32.0
KPN481,SRR5385519,573.14188,Ciprofloxacin,>2,4.0
KPN482,SRR5385518,573.14189,Cefepime,>16,16.0
KPN482,SRR5385518,573.14189,Imipenem,<=1,2.0
KPN483,SRR5385517,573.14190,Cefoxitin,<=4,16.0
KPN483,SRR5385517,573.14190,Levofloxacin,>4,8.0
KPN483,SRR5385517,573.14190,Piperacillin/Tazobactam,16/4,32.0
KPN483,SRR5385517,573.14190,Tobramycin,8,8.0
KPN484,SRR5385516,573.14191,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN486,SRR5385514,573.14193,Cefazolin,>16,32.0
KPN486,SRR5385514,573.14193,Gentamicin,>8,8.0
KPN486,SRR5385514,573.14193,Tetracycline,<=2,4.0
KPN503,SRR5385513,573.14194,Ceftazidime,>16,32.0
KPN503,SRR5385513,573.14194,Piperacillin/Tazobactam,>64/4,32.0
KPN503,SRR5385513,573.14194,Tetracycline,>8,16.0
KPN504,SRR5385512,573.14195,Ampicillin,>16,32.0
KPN504,SRR5385512,573.14195,Cefepime,4,8.0
KPN504,SRR5385512,573.14195,Meropenem,<=1,1.0
KPN507,SRR5385511,573.14196,Amikacin,<=8,8.0
KPN507,SRR5385511,573.14196,Ampicillin/Sulbactam,>16/8,32.0
KPN507,SRR5385511,573.14196,Cefoxitin,8,8.0
KPN507,SRR5385511,573.14196,Ceftriaxone,>32,32.0
KPN508,SRR5385510,573.14197,Cefuroxime sodium,>16,32.0
KPN509,SRR5385509,573.14198,Ciprofloxacin,>2,2.0
KPN509,SRR5385509,573.14198,Levofloxacin,4,2.0
KPN510,SRR5385508,573.14199,Aztreonam,>16,32.0
KPN512,SRR5385506,573.14201,Gentamicin,<=2,2.0
KPN512,SRR5385506,573.14201,Imipenem,<=1,1.0
KPN512,SRR5385506,573.14201,Nitrofurantoin,>64,64.0
KPN512,SRR5385506,573.14201,Piperacillin/Tazobactam,4/4,16.0
KPN513,SRR5385505,573.14202,Levofloxacin,>4,8.0
KPN513,SRR5385505,573.14202,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN514,SRR5385504,573.14203,Cefazolin,>16,32.0
KPN515,SRR5385503,573.14204,Cefoxitin,>16,32.0
KPN515,SRR5385503,573.14204,Meropenem,>8,16.0
KPN516,SRR5385502,573.14205,Ampicillin,>16,64.0
KPN520,SRR5385500,573.14206,Ampicillin/Sulbactam,>16/8,32.0
KPN520,SRR5385500,573.14206,Cefepime,<=1,16.0
KPN521,SRR5385499,573.14207,Aztreonam,16,32.0
KPN521,SRR5385499,573.14207,Ceftazidime,>16,32.0
KPN521,SRR5385499,573.14207,Ceftriaxone,>32,64.0
KPN521,SRR5385499,573.14207,Tetracycline,>8,16.0
KPN522,SRR5385498,573.14208,Cefepime,16,16.0
KPN522,SRR5385498,573.14208,Cefuroxime sodium,>16,32.0
KPN523,SRR5385497,573.14209,Amikacin,<=8,8.0
KPN523,SRR5385497,573.14209,Ciprofloxacin,>2,4.0
KPN523,SRR5385497,573.14209,Meropenem,<=1,1.0
KPN524,SRR5385496,573.14210,Tetracycline,4,8.0
KPN526,SRR5385494,573.14212,Piperacillin/Tazobactam,>64/4,64.0
KPN526,SRR5385494,573.14212,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN527,SRR5385493,573.14213,Cefazolin,>16,32.0
KPN527,SRR5385493,573.14213,Levofloxacin,>4,8.0
KPN528,SRR5385492,573.14214,Gentamicin,>8,16.0
KPN530,SRR5385490,573.14215,Ampicillin,>16,32.0
KPN530,SRR5385490,573.14215,Aztreonam,>16,16.0
KPN530,SRR5385490,573.14215,Imipenem,<=1,1.0
KPN530,SRR5385490,573.14215,Tobramycin,<=2,2.0
KPN532,SRR5385489,573.14216,Ampicillin/Sulbactam,>16/8,32.0
KPN532,SRR5385489,573.14216,Tobramycin,>8,16.0
KPN533,SRR5385488,573.14217,Ceftazidime,>16,32.0
KPN533,SRR5385488,573.14217,Ceftriaxone,>32,64.0
KPN534,SRR5385487,573.14218,Cefuroxime sodium,>16,32.0
KPN535,SRR5385486,573.14219,Ciprofloxacin,>2,4.0
KPN536,SRR5385485,573.14220,Cefepime,>16,4.0
KPN536,SRR5385485,573.14220,Gentamicin,<=2,2.0
KPN539,SRR5385482,573.14222,Imipenem,>8,16.0
KPN540,SRR5385481,573.14223,Amikacin,32,32.0
KPN540,SRR5385481,573.14223,Cefazolin,>16,32.0
KPN540,SRR5385481,573.14223,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN542,SRR5385480,573.14224,Cefoxitin,>16,16.0
KPN542,SRR5385480,573.14224,Levofloxacin,>4,8.0
KPN542,SRR5385480,573.14224,Piperacillin/Tazobactam,>64/4,64.0
KPN544,SRR5385478,573.14225,Ampicillin,>16,32.0
KPN544,SRR5385478,573.14225,Aztreonam,>16,32.0
KPN545,SRR5385477,573.14226,Ampicillin/Sulbactam,>16/8,32.0
KPN546,SRR5385476,573.14227,Ceftazidime,>16,32.0
KPN546,SRR5385476,573.14227,Ceftriaxone,>32,64.0
KPN546,SRR5385476,573.14227,Gentamicin,>8,16.0
KPN546,SRR5385476,573.14227,Meropenem,<=1,1.0
KPN547,SRR5385475,573.14228,Cefuroxime sodium,>16,32.0
KPN547,SRR5385475,573.14228,Nitrofurantoin,>64,128.0
KPN550,SRR5385473,573.14229,Amikacin,<=8,8.0
KPN552,SRR5385472,573.14230,Ciprofloxacin,>2,4.0
KPN552,SRR5385472,573.14230,Tobramycin,>8,16.0
KPN555,SRR5385469,573.14233,Cefazolin,>16,32.0
KPN557,SRR5385467,573.14234,Piperacillin/Tazobactam,>64/4,128.0
KPN558,SRR5385466,573.14235,Ampicillin,>16,32.0
KPN558,SRR5385466,573.14235,Imipenem,<=1,1.0
KPN558,SRR5385466,573.14235,Tetracycline,>8,16.0
KPN558,SRR5385466,573.14235,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN559,SRR5385465,573.14236,Cefepime,<=1,8.0
KPN559,SRR5385465,573.14236,Levofloxacin,>4,8.0
KPN559,SRR5385465,573.14236,Tetracycline,4,8.0
KPN560,SRR5385464,573.14237,Ampicillin/Sulbactam,>16/8,32.0
KPN560,SRR5385464,573.14237,Aztreonam,>16,16.0
KPN560,SRR5385464,573.14237,Tobramycin,8,8.0
KPN561,SRR5385463,573.14238,Cefoxitin,>16,32.0
KPN561,SRR5385463,573.14238,Ceftazidime,>16,32.0
KPN561,SRR5385463,573.14238,Ceftriaxone,>32,64.0
KPN561,SRR5385463,573.14238,Cefuroxime sodium,>16,32.0
KPN561,SRR5385463,573.14238,Meropenem,>8,16.0
KPN563,SRR5385462,573.14239,Amikacin,16,16.0
KPN564,SRR5385461,573.14240,Imipenem,>8,8.0
KPN566,SRR5385460,573.14241,Ciprofloxacin,>2,4.0
KPN567,SRR5385459,573.14242,Cefepime,>16,16.0
KPN568,SRR5385458,573.14243,Cefazolin,>16,32.0
KPN569,SRR5385457,573.14244,Gentamicin,>8,16.0
KPN571,SRR5385456,573.14245,Ampicillin,>16,32.0
KPN571,SRR5385456,573.14245,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN573,SRR5385454,573.14247,Amikacin,<=8,8.0
KPN573,SRR5385454,573.14247,Ampicillin/Sulbactam,>16/8,32.0
KPN573,SRR5385454,573.14247,Aztreonam,>16,32.0
KPN573,SRR5385454,573.14247,Levofloxacin,>4,8.0
KPN573,SRR5385454,573.14247,Nitrofurantoin,>64,128.0
KPN573,SRR5385454,573.14247,Piperacillin/Tazobactam,>64/4,128.0
KPN574,SRR5385453,573.14248,Ceftazidime,>16,32.0
KPN574,SRR5385453,573.14248,Ceftriaxone,>32,64.0
KPN574,SRR5385453,573.14248,Cefuroxime sodium,>16,32.0
KPN574,SRR5385453,573.14248,Meropenem,<=1,1.0
KPN575,SRR5385452,573.14249,Cefoxitin,<=4,8.0
KPN575,SRR5385452,573.14249,Tobramycin,>8,16.0
KPN577,SRR5385450,573.14251,Cefoxitin,>16,32.0
KPN577,SRR5385450,573.14251,Ciprofloxacin,>2,4.0
KPN577,SRR5385450,573.14251,Tetracycline,>8,4.0
KPN579,SRR5385448,573.14253,Cefazolin,>16,32.0
KPN581,SRR5385446,573.14255,Ampicillin,>16,32.0
KPN581,SRR5385446,573.14255,Cefepime,>16,16.0
KPN583,SRR5385444,573.14257,Ampicillin/Sulbactam,>16/8,32.0
KPN583,SRR5385444,573.14257,Levofloxacin,>4,8.0
KPN584,SRR5385443,573.14258,Aztreonam,>16,32.0
KPN584,SRR5385443,573.14258,Ceftazidime,>16,32.0
KPN584,SRR5385443,573.14258,Ceftriaxone,>32,64.0
KPN584,SRR5385443,573.14258,Cefuroxime sodium,>16,32.0
KPN584,SRR5385443,573.14258,Gentamicin,<=2,4.0
KPN584,SRR5385443,573.14258,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN585,SRR5385442,573.14259,Imipenem,<=1,1.0
KPN585,SRR5385442,573.14259,Piperacillin/Tazobactam,>64/4,32.0
KPN588,SRR5385440,573.14261,Ciprofloxacin,>2,4.0
KPN590,SRR5385438,573.14262,Tobramycin,<=2,4.0
KPN591,SRR5385437,573.14263,Cefazolin,>16,32.0
KPN591,SRR5385437,573.14263,Meropenem,8,8.0
KPN591,SRR5385437,573.14263,Tobramycin,>8,16.0
KPN592,SRR5385436,573.14264,Tetracycline,4,8.0
KPN593,SRR5385435,573.14265,Ampicillin,>16,32.0
KPN593,SRR5385435,573.14265,Tetracycline,<=2,4.0
KPN594,SRR5385434,573.14266,Cefoxitin,>16,32.0
KPN594,SRR5385434,573.14266,Imipenem,>8,8.0
KPN594,SRR5385434,573.14266,Meropenem,>8,8.0
KPN596,SRR5385433,573.14267,Amikacin,<=8,8.0
KPN596,SRR5385433,573.14267,Ampicillin/Sulbactam,>16/8,32.0
KPN596,SRR5385433,573.14267,Gentamicin,>8,16.0
KPN596,SRR5385433,573.14267,Levofloxacin,>4,8.0
KPN597,SRR5385432,573.14268,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN598,SRR5385431,573.14269,Amikacin,>32,32.0
KPN598,SRR5385431,573.14269,Aztreonam,>16,32.0
KPN598,SRR5385431,573.14269,Ceftazidime,>16,32.0
KPN598,SRR5385431,573.14269,Cefuroxime sodium,>16,32.0
KPN599,SRR5385430,573.14270,Ceftriaxone,>32,64.0
KPN600,SRR5385429,573.14271,Ciprofloxacin,>2,4.0
KPN600,SRR5385429,573.14271,Meropenem,<=1,1.0
KPN600,SRR5385429,573.14271,Nitrofurantoin,>64,64.0
KPN604,SRR5385426,573.14273,Piperacillin/Tazobactam,>64/4,128.0
KPN604,SRR5385426,573.14273,Tetracycline,>8,8.0
KPN606,SRR5385424,573.14275,Ampicillin,>16,32.0
KPN606,SRR5385424,573.14275,Cefazolin,>16,32.0
KPN606,SRR5385424,573.14275,Imipenem,<=1,1.0
KPN609,SRR5385422,573.14276,Gentamicin,4,16.0
KPN610,SRR5385421,573.14277,Cefepime,>16,16.0
KPN611,SRR5385420,573.14278,Ampicillin/Sulbactam,>16/8,32.0
KPN611,SRR5385420,573.14278,Levofloxacin,>4,8.0
KPN612,SRR5385419,573.14279,Amikacin,<=8,8.0
KPN612,SRR5385419,573.14279,Cefuroxime sodium,>16,32.0
KPN612,SRR5385419,573.14279,Piperacillin/Tazobactam,32/4,64.0
KPN612,SRR5385419,573.14279,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN614,SRR5385417,573.14281,Amikacin,32,32.0
KPN614,SRR5385417,573.14281,Cefoxitin,>16,32.0
KPN614,SRR5385417,573.14281,Ceftriaxone,>32,64.0
KPN614,SRR5385417,573.14281,Tobramycin,>8,16.0
KPN615,SRR5385416,573.14282,Ceftazidime,>16,32.0
KPN615,SRR5385416,573.14282,Ciprofloxacin,>2,4.0
KPN616,SRR5385415,573.14283,Aztreonam,>16,32.0
KPN618,SRR5385413,573.14285,Ampicillin,>16,32.0
KPN618,SRR5385413,573.14285,Cefazolin,>16,32.0
KPN618,SRR5385413,573.14285,Meropenem,<=1,2.0
KPN618,SRR5385413,573.14285,Piperacillin/Tazobactam,>64/4,64.0
KPN619,SRR5385412,573.14286,Tetracycline,>8,16.0
KPN620,SRR5385411,573.14287,Cefoxitin,8,16.0
KPN620,SRR5385411,573.14287,Gentamicin,>8,16.0
KPN621,SRR5385410,573.14288,Ampicillin/Sulbactam,>16/8,32.0
KPN621,SRR5385410,573.14288,Levofloxacin,>4,8.0
KPN621,SRR5385410,573.14288,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN622,SRR5385409,573.14289,Cefepime,<=1,8.0
KPN622,SRR5385409,573.14289,Cefuroxime sodium,>16,32.0
KPN622,SRR5385409,573.14289,Gentamicin,<=2,4.0
KPN622,SRR5385409,573.14289,Imipenem,<=1,1.0
KPN623,SRR5385408,573.14290,Nitrofurantoin,>64,128.0
KPN623,SRR5385408,573.14290,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN626,SRR5385407,573.14291,Cefoxitin,16,16.0
KPN626,SRR5385407,573.14291,Ceftriaxone,>32,64.0
KPN629,SRR5385405,573.14292,Ceftazidime,>16,32.0
KPN629,SRR5385405,573.14292,Ciprofloxacin,>2,4.0
KPN632,SRR5385402,573.14294,Aztreonam,>16,32.0
KPN635,SRR5385401,573.14295,Ampicillin,>16,32.0
KPN635,SRR5385401,573.14295,Cefazolin,>16,32.0
KPN635,SRR5385401,573.14295,Piperacillin/Tazobactam,>64/4,32.0
KPN635,SRR5385401,573.14295,Tobramycin,8,8.0
KPN636,SRR5385400,573.14296,Amikacin,<=8,8.0
KPN636,SRR5385400,573.14296,Cefoxitin,>16,32.0
KPN639,SRR5385399,573.14297,Cefepime,>16,8.0
KPN639,SRR5385399,573.14297,Levofloxacin,<=1,4.0
KPN639,SRR5385399,573.14297,Tobramycin,<=2,4.0
KPN641,SRR5387039,573.14298,Ampicillin/Sulbactam,>16/8,32.0
KPN641,SRR5387039,573.14298,Piperacillin/Tazobactam,64/4,32.0
KPN648,SRR5387038,573.14299,Cefuroxime sodium,>16,32.0
KPN648,SRR5387038,573.14299,Levofloxacin,>4,8.0
KPN649,SRR5387037,573.14300,Meropenem,<=1,1.0
KPN658,SRR5387036,573.14301,Aztreonam,<=2,32.0
KPN658,SRR5387036,573.14301,Tobramycin,>8,16.0
KPN660,SRR5387035,573.14302,Ciprofloxacin,<=0.5,1.0
KPN660,SRR5387035,573.14302,Tetracycline,>8,8.0
KPN660,SRR5387035,573.14302,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN669,SRR5387033,573.14303,Ceftazidime,>16,32.0
KPN669,SRR5387033,573.14303,Ceftriaxone,>32,64.0
KPN669,SRR5387033,573.14303,Meropenem,>8,2.0
KPN670,SRR5387032,573.14304,Cefoxitin,<=4,8.0
KPN670,SRR5387032,573.14304,Ciprofloxacin,>2,4.0
KPN674,SRR5387031,573.14305,Ampicillin,>16,32.0
KPN674,SRR5387031,573.14305,Cefazolin,>16,16.0
KPN674,SRR5387031,573.14305,Imipenem,<=1,1.0
KPN674,SRR5387031,573.14305,Piperacillin/Tazobactam,8/4,16.0
KPN675,SRR5387030,573.14306,Imipenem,>8,8.0
KPN676,SRR5387029,573.14307,Aztreonam,>16,32.0
KPN676,SRR5387029,573.14307,Cefepime,16,16.0
KPN676,SRR5387029,573.14307,Tetracycline,4,4.0
KPN677,SRR5387028,573.14308,Ampicillin/Sulbactam,>16/8,32.0
KPN677,SRR5387028,573.14308,Meropenem,4,1.0
KPN677,SRR5387028,573.14308,Nitrofurantoin,>64,128.0
KPN678,SRR5387027,573.14309,Gentamicin,<=2,2.0
KPN679,SRR5387026,573.14310,Amikacin,<=8,16.0
KPN679,SRR5387026,573.14310,Cefuroxime sodium,>16,32.0
KPN680,SRR5387025,573.14311,Cefoxitin,>16,32.0
KPN680,SRR5387025,573.14311,Gentamicin,>8,16.0
KPN680,SRR5387025,573.14311,Piperacillin/Tazobactam,>64/4,128.0
KPN681,SRR5387024,573.14312,Ceftriaxone,<=2,16.0
KPN682,SRR5387023,573.14313,Levofloxacin,>4,8.0
KPN683,SRR5387022,573.14314,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN684,SRR5387021,573.14315,Ampicillin,>16,32.0
KPN685,SRR5387020,573.14316,Cefepime,>16,4.0
KPN685,SRR5387020,573.14316,Ceftazidime,>16,32.0
KPN685,SRR5387020,573.14316,Ceftriaxone,>32,64.0
KPN685,SRR5387020,573.14316,Ciprofloxacin,>2,4.0
KPN686,SRR5387019,573.14317,Amikacin,32,32.0
KPN686,SRR5387019,573.14317,Cefazolin,>16,32.0
KPN688,SRR5387017,573.14319,Ampicillin/Sulbactam,>16/8,32.0
KPN690,SRR5387015,573.14320,Aztreonam,>16,32.0
KPN690,SRR5387015,573.14320,Tetracycline,>8,16.0
KPN691,SRR5387014,573.14321,Cefuroxime sodium,>16,32.0
KPN691,SRR5387014,573.14321,Tobramycin,>8,16.0
KPN692,SRR5387013,573.14322,Piperacillin/Tazobactam,>64/4,64.0
KPN694,SRR5387011,573.14323,Ceftriaxone,32,32.0
KPN694,SRR5387011,573.14323,Meropenem,<=1,1.0
KPN696,SRR5387009,573.14325,Imipenem,<=1,1.0
KPN696,SRR5387009,573.14325,Levofloxacin,>4,8.0
KPN697,SRR5387008,573.14326,Ampicillin,>16,32.0
KPN698,SRR5387007,573.14327,Ciprofloxacin,>2,2.0
KPN698,SRR5387007,573.14327,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN700,SRR5387005,573.14328,Cefoxitin,>16,8.0
KPN700,SRR5387005,573.14328,Gentamicin,<=2,2.0
KPN701,SRR5387004,573.14329,Cefazolin,>16,32.0
KPN701,SRR5387004,573.14329,Ceftriaxone,>32,64.0
KPN702,SRR5385772,573.14330,Ceftazidime,>16,32.0
KPN703,SRR5387003,573.14331,Amikacin,<=8,8.0
KPN703,SRR5387003,573.14331,Ampicillin/Sulbactam,>16/8,32.0
KPN703,SRR5387003,573.14331,Cefuroxime sodium,>16,32.0
KPN704,SRR5387002,573.14332,Tobramycin,8,8.0
KPN705,SRR5387001,573.14333,Aztreonam,>16,32.0
KPN708,SRR5386998,573.14335,Cefepime,>16,16.0
KPN708,SRR5386998,573.14335,Meropenem,<=1,1.0
KPN709,SRR5386997,573.14336,Ampicillin,>16,32.0
KPN711,SRR5386995,573.14337,Imipenem,<=1,1.0
